"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","Georeference"
"09/29/2023 08:00:00 AM","subway","266","Elmhurst Av (M,R)","Queens","metrocard","Metrocard - Unlimited 7-Day","119","0","40.742455","-73.88202","POINT (-73.88202 40.742455)"
"09/29/2023 06:00:00 AM","subway","443","Baychester Av (5)","Bronx","metrocard","Metrocard - Unlimited 30-Day","28","0","40.878662","-73.83859","POINT (-73.83859 40.878662)"
"09/29/2023 10:00:00 PM","subway","300","191 St (1)","Manhattan","omny","OMNY - Full Fare","13","0","40.855225","-73.92941","POINT (-73.92941 40.855225)"
"09/29/2023 06:00:00 PM","subway","119","1 Av (L)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","17","0","40.730953","-73.98163","POINT (-73.98163 40.730953)"
"09/29/2023 03:00:00 PM","subway","464","Vernon Blvd-Jackson Av (7)","Queens","metrocard","Metrocard - Unlimited 30-Day","78","0","40.742626","-73.95358","POINT (-73.95358 40.742626)"
"09/29/2023 03:00:00 PM","subway","399","68 St-Hunter College (6)","Manhattan","omny","OMNY - Seniors & Disability","2","1","40.768143","-73.96387","POINT (-73.96387 40.768143)"
"09/29/2023 05:00:00 AM","subway","367","St Lawrence Av (6)","Bronx","metrocard","Metrocard - Students","1","0","40.83151","-73.867615","POINT (-73.867615 40.83151)"
"09/29/2023 08:00:00 AM","subway","175","Hoyt-Schermerhorn Sts (A,C,G)","Brooklyn","metrocard","Metrocard - Students","38","1","40.688484","-73.985","POINT (-73.985 40.688484)"
"09/29/2023 09:00:00 AM","subway","272","36 St (M,R)","Queens","metrocard","Metrocard - Seniors & Disability","3","0","40.75204","-73.92878","POINT (-73.92878 40.75204)"
"09/29/2023 04:00:00 AM","subway","425","Bronx Park East (2,5)","Bronx","metrocard","Metrocard - Unlimited 7-Day","4","0","40.848827","-73.868454","POINT (-73.868454 40.848827)"
"09/29/2023 06:00:00 AM","subway","292","Fulton St (G)","Brooklyn","metrocard","Metrocard - Seniors & Disability","3","0","40.68712","-73.97537","POINT (-73.97537 40.68712)"
"09/29/2023 08:00:00 PM","subway","222","Roosevelt Island (F)","Manhattan","omny","OMNY - Full Fare","35","3","40.759144","-73.95326","POINT (-73.95326 40.759144)"
"09/29/2023 12:00:00 AM","subway","5","36 Av (N,W)","Queens","metrocard","Metrocard - Full Fare","2","0","40.756805","-73.92957","POINT (-73.92957 40.756805)"
"09/29/2023 06:00:00 AM","subway","68","Bay Pkwy (D)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","76","0","40.601875","-73.99373","POINT (-73.99373 40.601875)"
"09/29/2023 12:00:00 PM","subway","349","Junius St (3)","Brooklyn","metrocard","Metrocard - Other","1","1","40.663513","-73.90245","POINT (-73.90245 40.663513)"
